TIMESTAMP,T_HMP,RH,PRECIP,WS_AVG,WDIR,WS_MAX,SW_IN_AVG,SW_OUT_AVG,LW_IN_AVG,LW_OUT_AVG,PRESS,SR50,height,oxypercent
2019-04-25 12:00:00,6.362,82.6,0.0,1.207,125.5,2.499,72.217,13.833,275.705,363.149,648.756,1.819,3810,
2019-04-26 12:00:00,7.825,86.1,0.0,1.507,128.0,3.61,72.267,14.117,301.617,374.276,647.105,1.82,3810,
2019-04-27 12:00:00,7.299,93.6,0.0,1.967,135.5,3.61,67.883,13.067,332.522,378.332,645.977,1.818,3810,
2019-04-28 12:00:00,8.27,89.6,0.0,1.99,126.2,3.776,64.633,12.067,300.438,374.586,646.402,1.818,3810,
2019-04-29 12:00:00,7.976,85.2,0.0,2.356,135.3,4.72,59.333,11.117,320.126,374.319,646.087,1.819,3810,
2019-04-30 12:00:00,8.47,77.75,0.0,1.016,136.1,2.777,95.667,19.2,283.134,376.796,645.792,1.819,3810,
2019-05-01 12:00:00,8.55,82.3,0.0,2.408,140.5,4.443,60.033,11.383,271.961,367.328,645.735,1.819,3810,
2019-05-02 12:00:00,8.1,78.9,0.0,1.995,135.5,3.332,58.883,11.383,293.123,369.356,646.64,1.819,3810,
2019-05-03 12:00:00,5.847,98.7,0.0,0.832,128.1,1.666,34.517,4.3,336.71,360.767,646.867,1.818,3810,
2019-05-04 12:00:00,6.203,99.7,0.0,0.706,120.2,1.666,29.617,2.917,346.25,360.751,644.849,1.819,3810,
2019-05-05 12:00:00,7.253,83.0,0.0,2.2,124.3,4.443,100.433,19.35,302.121,370.464,645.275,1.822,3810,
2019-05-06 12:00:00,4.849,93.2,0.0,2.291,140.2,4.776,30.75,5.333,331.558,362.136,644.558,1.82,3810,
2019-05-07 12:00:00,6.952,89.3,0.0,1.856,142.2,3.332,60.85,12.0,326.139,371.486,645.53,1.819,3810,
2019-05-08 12:00:00,7.623,88.4,0.0,1.808,129.8,3.388,64.283,12.883,320.117,371.055,644.547,1.819,3810,
2019-05-09 12:00:00,8.68,87.7,0.0,2.318,136.3,5.498,75.667,16.033,332.611,382.093,644.696,1.819,3810,
2019-05-10 12:00:00,8.57,87.3,0.0,2.05,132.7,3.388,54.583,10.633,313.694,377.59,646.954,1.818,3810,
2019-05-11 12:00:00,8.79,78.93,0.0,1.828,134.3,5.609,78.233,16.7,297.202,372.998,647.372,1.82,3810,
2019-05-12 12:00:00,7.156,69.56,0.0,0.446,126.7,1.666,111.133,24.133,286.377,376.447,645.365,1.819,3810,
2019-05-13 12:00:00,4.227,88.1,0.0,1.145,116.1,3.722,64.65,9.233,306.577,345.233,646.203,1.819,3810,
2019-05-14 12:00:00,4.218,88.7,0.0,2.916,133.9,4.942,37.15,6.65,328.449,358.384,645.302,1.819,3810,
2019-05-15 12:00:00,5.107,89.4,0.0,2.238,141.6,4.443,57.35,10.917,331.086,363.251,645.979,1.819,3810,
2019-05-16 12:00:00,6.162,92.9,0.0,1.594,132.0,3.776,48.617,8.283,286.783,355.941,646.33,1.819,3810,
2019-05-17 12:00:00,8.07,83.4,0.0,1.625,133.7,2.888,69.9,14.083,312.597,380.75,645.814,1.818,3810,
2019-05-18 12:00:00,7.723,74.66,0.0,2.538,134.9,4.165,79.25,16.483,281.318,366.865,645.767,1.818,3810,
2019-05-19 12:00:00,6.742,91.2,0.0,1.823,133.6,3.721,52.7,10.15,311.432,371.847,647.668,1.82,3810,
2019-05-20 12:00:00,7.174,83.5,0.0,0.996,119.0,2.888,68.6,13.0,270.75,361.747,647.5,1.822,3810,
2019-05-21 12:00:00,7.369,88.1,0.0,1.811,131.5,3.721,81.533,15.833,319.272,374.559,647.888,1.82,3810,
2019-05-22 12:00:00,6.758,77.49,0.0,0.54,62.38,1.777,45.617,7.05,303.019,356.491,647.033,1.819,3810,
2019-05-23 12:00:00,7.57,81.9,0.0,1.665,134.0,4.165,86.117,17.217,318.809,379.546,645.773,1.82,3810,
2019-05-24 12:00:00,8.4,93.0,0.0,1.206,128.0,2.555,40.117,7.117,334.181,381.987,645.53,1.818,3810,
2019-05-25 12:00:00,8.98,80.6,0.0,2.306,132.0,3.388,108.883,22.517,302.565,385.497,643.545,1.819,3810,
2019-05-26 12:00:00,7.825,93.2,0.0,1.791,126.2,3.943,87.667,17.667,330.408,387.827,645.109,1.82,3810,
2019-05-27 12:00:00,8.41,89.5,0.0,2.336,130.0,4.998,83.267,16.65,301.99,377.695,645.851,1.822,3810,
2019-05-28 12:00:00,8.71,84.4,0.0,2.404,136.0,4.221,91.533,18.333,311.271,384.663,645.108,1.819,3810,
2019-05-29 12:00:00,7.374,89.9,0.0,2.489,137.5,4.942,79.933,15.7,324.551,381.053,644.934,1.819,3810,
2019-05-30 12:00:00,7.011,85.3,0.0,1.278,122.0,3.054,47.65,8.667,326.028,373.881,644.616,1.819,3810,
2019-05-31 12:00:00,7.499,78.28,0.0,0.853,111.5,2.721,123.033,17.2,317.829,371.692,645.818,1.8,3810,
2019-06-01 12:00:00,8.37,67.53,0.0,0.62,78.86,1.722,89.55,16.333,297.151,367.691,646.281,1.81,3810,
2019-06-02 12:00:00,4.97,87.0,0.0,2.083,120.8,4.72,45.05,7.517,330.263,356.019,646.9,1.818,3810,
2019-06-03 12:00:00,5.81,93.7,0.0,1.653,134.1,3.61,23.4,3.833,337.868,365.573,645.937,1.817,3810,
2019-06-04 12:00:00,8.71,89.8,0.0,1.749,132.8,3.443,70.417,13.25,347.113,391.657,645.971,1.757,3810,
2019-06-05 12:00:00,8.58,99.3,0.0,1.882,138.1,3.443,31.233,5.567,356.668,378.914,646.198,1.75,3810,
2019-06-06 12:00:00,8.98,96.1,0.0,1.107,107.1,2.388,34.383,5.717,354.688,383.998,647.804,1.727,3810,
2019-06-07 12:00:00,9.72,89.4,0.0,2.415,134.1,4.109,108.883,21.433,340.837,392.3,647.788,1.783,3810,
2019-06-08 12:00:00,9.67,89.0,0.0,2.678,137.9,4.609,127.333,25.9,337.117,399.692,646.682,1.711,3810,
2019-06-09 12:00:00,9.06,95.1,0.0,2.54,136.2,4.555,90.033,17.05,338.781,385.374,644.919,1.708,3810,
2019-06-10 12:00:00,8.59,86.5,0.0,3.168,140.1,5.664,57.233,9.317,339.026,372.787,644.665,1.629,3810,
2019-06-11 12:00:00,9.38,91.9,0.0,1.355,127.0,2.443,74.067,13.967,334.373,393.136,645.036,1.7,3810,
2019-06-12 12:00:00,10.1,91.7,0.0,1.548,125.0,3.11,89.8,17.383,333.721,402.615,646.027,1.692,3810,
2019-06-13 12:00:00,10.37,90.4,0.0,1.407,134.9,3.11,86.133,16.517,349.461,397.409,645.696,1.985,3810,
2019-06-14 12:00:00,11.19,94.1,0.0,2.145,135.8,3.332,122.5,23.667,340.07,396.053,645.052,1.603,3810,
2019-06-15 12:00:00,10.21,94.8,0.0,2.104,140.7,3.388,58.2,10.867,357.365,391.421,644.258,1.589,3810,
2019-06-16 12:00:00,9.89,92.0,0.0,1.931,131.8,3.388,58.917,10.833,356.319,384.915,644.149,1.977,3810,
2019-06-17 12:00:00,9.99,84.4,0.0,2.845,130.2,5.22,50.5,8.467,348.385,380.738,643.452,1.639,3810,
2019-06-18 12:00:00,9.24,96.5,0.0,1.583,121.7,3.499,66.233,12.067,323.414,380.407,644.217,1.563,3810,
2019-06-19 12:00:00,9.55,95.7,0.0,1.384,118.1,2.499,96.883,18.5,348.897,391.22,645.082,1.965,3810,
2019-06-20 12:00:00,9.68,99.1,0.0,1.454,131.7,2.999,63.433,9.767,355.654,379.04,645.986,1.6,3810,
2019-06-21 12:00:00,10.01,91.2,0.0,2.245,134.3,4.665,41.317,7.083,355.984,393.298,647.193,1.633,3810,
2019-06-22 12:00:00,10.46,90.2,0.69,2.145,129.5,3.776,61.683,8.25,353.019,377.322,648.047,1.644,3810,
2019-06-23 12:00:00,11.45,87.9,0.0,2.473,136.4,5.331,150.417,27.867,332.835,395.929,648.819,1.624,3810,
2019-06-24 12:00:00,11.69,93.9,0.0,1.535,130.2,2.777,115.833,21.817,355.958,402.824,648.361,1.638,3810,
2019-06-25 12:00:00,12.37,90.1,0.0,1.061,122.0,2.61,88.283,16.617,346.917,405.53,647.69,1.583,3810,
2019-06-26 12:00:00,11.65,96.5,0.0,1.085,132.6,2.277,81.833,14.9,360.007,399.25,644.95,1.604,3810,
2019-06-27 12:00:00,10.68,97.7,0.0,0.986,126.7,2.332,58.317,9.717,352.067,384.832,642.936,1.593,3810,
2019-06-28 12:00:00,9.58,99.9,0.0,1.096,135.2,2.721,36.317,5.683,362.948,373.295,643.221,1.609,3810,
2019-06-29 12:00:00,9.38,99.5,0.0,0.919,111.1,1.999,27.617,4.317,360.673,379.101,644.163,1.817,3810,
2019-06-30 12:00:00,11.34,91.2,0.0,1.441,121.8,2.332,143.55,23.8,335.739,398.702,645.344,1.82,3810,
2019-07-01 12:00:00,11.71,88.9,0.0,1.516,124.7,3.11,105.3,17.433,355.341,413.853,645.251,1.819,3810,
2019-07-02 12:00:00,12.38,96.0,0.0,2.298,138.5,3.554,116.1,19.617,348.463,410.935,645.781,1.817,3810,
2019-07-03 12:00:00,11.32,98.6,0.0,1.796,131.9,4.221,54.633,8.517,369.627,396.61,645.913,1.818,3810,
2019-07-04 12:00:00,11.65,95.9,0.0,1.604,129.5,2.943,89.683,14.9,366.873,404.326,644.893,1.818,3810,
2019-07-05 12:00:00,11.54,95.8,0.0,1.616,121.8,4.332,121.25,20.617,356.615,403.551,643.336,1.819,3810,
2019-07-06 12:00:00,11.66,93.1,0.0,1.45,128.0,3.054,111.283,19.533,345.33,402.656,642.281,1.816,3810,
2019-07-07 12:00:00,10.43,97.5,4.56,1.936,130.8,4.554,51.383,3.833,362.616,377.755,643.434,1.814,3810,
2019-07-08 12:00:00,10.79,98.3,1.51,1.593,132.0,2.888,62.083,5.833,364.857,382.901,643.407,1.812,3810,
2019-07-09 12:00:00,9.99,95.1,1.66,2.65,138.0,4.998,24.95,1.983,360.123,375.281,643.648,1.807,3810,
2019-07-10 12:00:00,10.01,99.2,0.0,0.86,127.6,1.999,44.95,3.967,361.537,380.79,642.778,1.812,3810,
2019-07-11 12:00:00,8.88,98.9,0.75,2.907,138.2,7.053,41.217,3.383,357.025,368.516,644.374,1.808,3810,
2019-07-12 12:00:00,8.52,99.2,0.0,0.491,139.3,1.777,120.233,12.383,349.47,380.606,645.192,1.806,3810,
2019-07-13 12:00:00,8.83,95.3,0.0,1.035,122.6,2.332,76.733,7.333,350.999,379.694,643.085,1.8,3810,
2019-07-14 12:00:00,9.33,99.3,0.47,2.592,133.3,4.887,103.467,10.033,358.48,377.557,642.101,1.792,3810,
2019-07-15 12:00:00,8.89,99.2,0.0,1.329,128.7,3.165,70.633,6.717,346.207,372.493,642.77,1.784,3810,
2019-07-16 12:00:00,9.02,99.7,0.0,1.375,131.4,3.276,53.05,4.85,356.341,378.581,644.853,1.792,3810,
2019-07-17 12:00:00,10.21,95.4,0.0,1.15,131.9,3.332,79.483,8.267,327.835,384.579,645.789,1.788,3810,
2019-07-18 12:00:00,10.91,92.8,0.0,0.918,114.0,2.332,87.133,8.783,336.258,386.037,646.515,1.799,3810,
2019-07-19 12:00:00,9.78,97.8,0.0,1.263,129.6,2.555,24.983,1.783,359.651,382.117,647.198,1.787,3810,
2019-07-20 12:00:00,10.06,99.1,0.0,1.408,124.6,3.165,52.767,5.183,359.962,384.94,647.283,1.751,3810,
2019-07-21 12:00:00,10.3,99.8,0.0,1.491,136.3,2.832,49.917,5.233,363.634,384.434,646.708,1.781,3810,
2019-07-22 12:00:00,10.77,99.7,0.0,1.507,134.0,2.777,49.617,5.45,365.78,386.042,645.888,1.762,3810,
2019-07-23 12:00:00,11.75,98.7,0.0,1.075,134.9,3.11,108.133,12.583,346.327,390.645,644.52,1.728,3810,
2019-07-24 12:00:00,10.12,96.6,0.0,1.453,132.4,3.054,54.567,5.817,360.92,380.051,645.812,1.722,3810,
2019-07-25 12:00:00,9.88,96.3,2.35,1.216,112.4,3.721,47.533,4.95,358.412,375.028,645.364,1.713,3810,
2019-07-26 12:00:00,9.84,95.3,0.02,1.589,136.1,5.054,30.633,3.167,359.556,372.402,644.74,1.717,3810,
2019-07-27 12:00:00,11.05,96.5,1.95,1.475,126.6,4.498,83.567,9.883,365.592,389.392,645.145,1.72,3810,
2019-07-28 12:00:00,10.78,98.9,0.0,1.222,124.9,2.555,108.85,13.367,361.801,385.939,646.993,1.722,3810,
2019-07-29 12:00:00,10.85,94.9,0.09,1.371,109.5,3.943,72.317,8.767,362.666,383.226,646.884,1.703,3810,
2019-07-30 12:00:00,9.89,99.8,0.1,1.65,135.9,3.165,44.217,5.1,363.395,378.334,646.077,1.694,3810,
2019-07-31 12:00:00,10.29,99.2,0.0,0.968,127.1,1.944,46.133,5.267,361.431,383.017,645.361,1.678,3810,
2019-08-01 12:00:00,10.12,98.1,0.69,1.916,118.3,4.221,48.8,5.933,358.08,377.573,645.136,1.689,3810,
2019-08-02 12:00:00,9.99,97.0,0.0,1.595,133.3,3.776,51.383,6.383,359.67,377.687,644.91,1.657,3810,
2019-08-03 12:00:00,10.57,99.8,0.0,1.005,116.7,2.443,30.9,3.667,367.227,382.615,644.758,1.663,3810,
2019-08-04 12:00:00,10.77,99.6,0.0,1.268,113.9,2.888,88.017,11.717,363.188,384.681,643.817,1.642,3810,
2019-08-05 12:00:00,10.92,93.2,0.0,0.523,136.3,2.11,140.467,18.75,343.723,387.69,643.677,1.648,3810,
2019-08-06 12:00:00,11.52,93.2,0.0,1.099,117.3,2.721,75.35,10.4,348.283,388.347,643.914,1.633,3810,
2019-08-07 12:00:00,10.91,99.4,0.0,1.492,128.8,3.165,57.183,7.617,365.373,384.889,643.257,1.582,3810,
2019-08-08 12:00:00,10.15,98.6,0.0,1.17,110.7,3.998,38.467,5.1,362.146,376.747,644.378,1.59,3810,
2019-08-09 12:00:00,10.31,99.7,0.0,0.756,128.6,2.11,53.9,7.483,360.812,378.709,646.232,1.607,3810,
2019-08-10 12:00:00,11.52,98.2,0.0,0.343,65.11,1.388,86.0,12.883,344.282,384.196,645.787,1.617,3810,
2019-08-11 12:00:00,10.44,97.2,0.0,0.353,131.4,1.666,83.45,12.583,360.505,383.094,645.833,1.603,3810,
2019-08-12 12:00:00,11.2,96.9,0.0,0.777,129.9,1.722,67.017,9.3,356.808,385.024,645.475,1.579,3810,
2019-08-13 12:00:00,9.98,98.7,0.0,1.322,128.0,2.999,39.55,5.483,361.112,377.106,646.697,1.608,3810,
2019-08-14 12:00:00,10.6,95.4,0.08,1.655,117.1,3.554,73.833,11.333,362.74,377.666,647.304,1.598,3810,
2019-08-15 12:00:00,10.2,90.4,0.0,1.201,100.6,2.721,66.95,10.567,358.576,375.843,647.442,1.553,3810,
2019-08-16 12:00:00,10.76,97.3,0.0,1.19,113.9,2.277,46.367,6.767,363.451,381.637,646.028,1.621,3810,
2019-08-17 12:00:00,10.68,98.7,0.0,0.702,133.9,1.999,77.75,11.9,353.143,381.144,647.6,1.619,3810,
2019-08-18 12:00:00,9.99,98.3,1.18,1.414,86.6,3.721,32.1,5.133,353.54,372.333,648.045,1.455,3810,
2019-08-19 12:00:00,10.36,85.1,0.0,0.51,136.9,1.555,119.367,19.5,322.488,378.059,648.317,1.635,3810,
2019-08-20 12:00:00,10.29,95.0,0.0,0.968,122.0,2.11,57.633,8.433,355.76,382.078,647.039,1.578,3810,
2019-08-21 12:00:00,10.39,94.6,0.0,0.857,125.2,2.11,69.25,10.75,356.37,379.057,647.396,1.969,3810,
2019-08-22 12:00:00,10.52,94.4,0.0,1.734,127.2,4.332,82.267,13.133,351.204,378.39,647.048,1.58,3810,
2019-08-23 12:00:00,10.49,98.4,0.0,2.121,134.7,4.665,50.633,7.583,360.43,378.208,647.259,1.544,3810,
2019-08-24 12:00:00,9.95,97.1,0.0,0.721,118.4,1.999,74.217,11.583,353.454,377.555,647.134,1.479,3810,
2019-08-25 12:00:00,9.85,97.7,1.23,0.26,81.8,1.666,41.183,6.5,357.293,374.833,647.559,1.452,3810,
2019-08-26 12:00:00,9.94,95.3,0.0,2.153,130.0,5.165,99.583,15.9,353.45,376.477,647.842,1.862,3810,
2019-08-27 12:00:00,11.29,93.9,0.0,1.426,124.3,3.11,76.817,12.0,331.207,382.392,647.922,1.867,3810,
2019-08-28 12:00:00,10.99,96.4,0.0,1.41,127.7,3.11,52.417,7.767,359.804,382.377,648.604,1.623,3810,
2019-08-29 12:00:00,10.99,96.8,0.0,0.45,108.8,1.444,68.55,10.333,317.439,377.759,648.517,1.875,3810,
2019-08-30 12:00:00,11.44,96.3,0.0,0.443,132.9,1.444,82.133,12.75,330.257,384.884,646.072,1.937,3810,
2019-08-31 12:00:00,9.91,99.8,0.0,0.877,124.0,2.055,14.4,1.8,362.858,375.16,645.887,1.902,3810,
2019-09-01 12:00:00,10.57,94.3,0.0,0.215,143.6,1.444,105.55,17.7,331.867,376.74,647.502,1.606,3810,
2019-09-02 12:00:00,10.02,98.0,0.0,0.809,129.6,1.833,45.817,7.3,362.684,377.985,646.635,1.653,3810,
2019-09-03 12:00:00,10.2,97.4,0.0,0.404,123.8,1.666,44.2,6.65,354.109,377.07,646.265,1.589,3810,
2019-09-04 12:00:00,10.04,97.6,0.0,0.787,125.3,2.388,35.0,4.583,353.764,377.635,646.501,1.577,3810,
2019-09-05 12:00:00,10.27,99.7,0.0,0.276,136.2,1.999,14.017,1.5,364.131,376.659,645.857,1.913,3810,
2019-09-06 12:00:00,10.09,100.0,1.05,1.139,118.7,2.388,18.65,2.217,362.737,373.794,645.574,1.454,3810,
2019-09-07 12:00:00,10.56,92.2,0.0,0.814,118.6,2.499,57.583,9.05,350.08,375.595,646.896,1.613,3810,
2019-09-08 12:00:00,10.28,99.1,0.0,1.342,135.4,3.61,22.0,2.817,363.053,377.416,646.612,1.5,3810,
2019-09-09 12:00:00,10.74,98.6,0.0,1.38,124.3,2.999,38.817,5.267,356.146,379.202,646.204,1.491,3810,
2019-09-10 12:00:00,10.68,99.7,0.0,1.128,134.5,3.332,12.983,1.133,364.882,377.876,646.244,1.592,3810,
2019-09-11 12:00:00,10.56,95.2,0.0,1.259,134.0,3.388,22.233,2.633,360.727,378.233,647.51,1.637,3810,
2019-09-12 12:00:00,10.29,94.2,1.4,1.328,96.5,2.777,44.15,7.133,355.331,372.886,648.12,1.472,3810,
2019-09-13 12:00:00,9.45,97.3,0.37,0.85,91.5,4.109,30.7,4.6,359.142,370.114,648.384,1.48,3810,
2019-09-14 12:00:00,8.8,99.3,0.0,1.292,116.5,2.832,12.817,1.383,356.723,368.115,648.643,1.598,3810,
2019-09-15 12:00:00,9.17,100.0,0.0,0.457,125.7,1.499,18.267,2.4,358.175,372.338,647.599,1.607,3810,
2019-09-16 12:00:00,8.69,99.6,5.03,1.299,118.3,4.498,6.917,0.483,350.064,363.34,646.231,1.594,3810,
2019-09-17 12:00:00,7.157,100.0,0.0,1.122,132.2,2.888,15.783,2.167,349.087,356.767,648.483,1.597,3810,
2019-09-18 12:00:00,6.133,93.2,0.14,0.0,0.0,0.0,27.95,4.083,335.892,352.832,651.115,1.474,3810,
2019-09-19 12:00:00,7.072,98.1,0.0,0.328,126.8,1.777,51.067,7.867,307.765,358.411,650.226,1.966,3810,
2019-09-20 12:00:00,7.887,99.4,0.0,1.678,134.6,4.332,35.45,5.233,345.676,365.811,648.621,1.995,3810,
2019-09-21 12:00:00,7.813,99.4,0.0,1.397,140.0,3.499,19.133,2.483,348.701,363.732,648.194,1.637,3810,
2019-09-22 12:00:00,7.073,98.6,0.0,0.515,119.2,1.888,18.2,2.35,344.228,360.267,649.895,1.913,3810,
2019-09-23 12:00:00,7.263,100.0,0.0,0.964,126.3,2.777,13.35,1.533,349.092,360.479,649.744,1.58,3810,
2019-09-24 12:00:00,7.783,95.5,0.0,0.541,109.7,2.555,19.783,2.333,334.857,361.745,650.833,1.493,3810,
2019-09-25 12:00:00,6.262,97.7,0.57,1.804,119.8,4.165,19.9,2.583,340.446,353.871,652.449,1.477,3810,
2019-09-26 12:00:00,7.761,99.4,0.0,0.297,135.1,1.444,16.033,2.033,346.365,365.841,651.796,1.489,3810,
2019-09-27 12:00:00,7.271,99.3,0.0,0.618,125.0,1.833,25.883,3.533,343.592,361.911,650.518,1.488,3810,
2019-09-28 12:00:00,5.505,100.0,0.0,0.779,123.2,2.277,16.75,1.967,341.803,351.014,649.468,1.456,3810,
2019-09-29 12:00:00,5.388,99.5,0.0,0.429,133.5,1.722,26.083,3.517,334.705,352.779,649.091,1.492,3810,
2019-09-30 12:00:00,6.603,100.0,0.0,1.298,134.4,3.332,13.983,1.5,344.914,358.941,646.807,1.619,3810,
2019-10-01 12:00:00,6.714,100.0,0.0,0.469,127.8,1.61,12.333,1.183,345.795,360.73,647.148,1.536,3810,
2019-10-02 12:00:00,6.628,100.0,0.0,0.717,141.0,2.055,9.35,0.933,346.933,356.812,648.045,1.512,3810,
2019-10-03 12:00:00,6.663,100.0,0.0,1.131,139.1,2.555,7.267,0.333,345.338,357.558,648.693,1.91,3810,
2019-10-04 12:00:00,6.892,99.9,0.0,0.548,138.1,1.499,4.733,0.133,347.653,359.452,648.068,1.978,3810,
2019-10-05 12:00:00,7.415,97.9,0.0,0.463,132.2,1.888,21.05,2.767,342.201,364.297,648.958,1.536,3810,
2019-10-06 12:00:00,7.331,99.3,0.0,0.79,138.4,2.277,7.7,0.4,344.508,363.85,648.793,1.601,3810,
2019-10-07 12:00:00,7.14,99.3,0.0,0.938,130.8,2.166,12.95,1.483,342.979,363.595,649.228,1.883,3810,
2019-10-08 12:00:00,5.436,100.0,0.0,0.716,129.3,2.277,4.117,0.2,340.342,354.051,648.713,1.7,3810,
2019-10-09 12:00:00,5.07,99.6,0.0,1.133,133.6,2.11,7.783,0.617,335.667,354.815,647.695,2.002,3810,
2019-10-10 12:00:00,4.987,99.1,0.0,0.688,130.0,2.332,5.883,0.35,333.501,353.539,647.504,1.905,3810,
2019-10-11 12:00:00,5.012,99.3,0.0,0.656,138.1,2.332,7.75,0.717,335.908,354.928,647.338,1.571,3810,
2019-10-12 12:00:00,5.059,97.4,0.0,0.437,119.0,2.055,9.6,0.9,329.695,354.699,648.018,1.906,3810,
2019-10-13 12:00:00,4.981,96.7,0.0,0.519,133.9,1.777,9.367,0.783,317.414,353.754,648.62,1.573,3810,
2019-10-14 12:00:00,4.784,98.5,0.0,0.292,126.5,1.388,5.4,0.45,334.062,354.063,649.509,1.578,3810,
2019-10-15 12:00:00,4.829,96.9,0.0,0.619,134.6,2.443,6.883,0.55,324.667,351.812,650.281,1.696,3810,
2019-10-16 12:00:00,4.457,98.1,0.0,0.838,126.6,2.055,6.567,0.45,328.155,350.996,650.174,1.905,3810,
2019-10-17 12:00:00,4.214,96.5,0.0,0.766,129.0,2.055,5.233,0.333,328.621,350.91,649.903,1.903,3810,
2019-10-18 12:00:00,4.629,94.3,0.0,0.025,139.2,1.166,6.017,0.433,296.386,346.445,650.319,2.005,3810,
2019-10-19 12:00:00,4.315,97.6,0.0,0.462,132.3,1.722,4.167,0.15,327.299,351.047,650.196,1.994,3810,
2019-10-20 12:00:00,3.065,93.9,0.0,0.028,89.7,0.5,5.483,0.583,318.235,339.124,649.019,1.902,3810,
2019-10-21 12:00:00,4.184,94.8,0.0,0.345,114.8,1.944,18.917,2.467,295.015,344.215,646.645,1.735,3810,
2019-10-22 12:00:00,3.913,95.5,0.0,0.118,36.7,1.499,5.5,0.45,270.475,343.303,646.224,1.781,3810,
2019-10-23 12:00:00,2.863,95.4,0.0,0.181,119.5,1.277,5.383,0.617,302.457,337.136,645.896,1.757,3810,
2019-10-24 12:00:00,2.638,98.8,0.0,0.715,134.1,2.499,3.567,0.167,325.219,344.101,646.514,1.784,3810,
2019-10-25 12:00:00,3.813,67.13,0.0,0.989,25.32,2.055,1.483,0.217,314.965,332.622,646.06,1.752,3810,
2019-10-26 12:00:00,3.492,78.89,0.0,0.017,84.6,0.5,8.7,1.367,238.868,335.098,646.863,1.777,3810,
2019-10-27 12:00:00,4.54,67.07,0.0,0.0,0.0,0.0,3.95,0.683,235.504,333.512,647.341,1.75,3810,
2019-10-28 12:00:00,3.417,98.1,0.0,0.23,139.3,1.444,3.8,0.183,310.917,344.153,648.388,2.124,3810,
2019-10-29 12:00:00,3.308,97.5,0.0,0.298,127.3,2.055,16.45,2.35,274.315,337.211,648.726,1.757,3810,
2019-10-30 12:00:00,2.443,97.4,0.0,0.568,130.7,1.61,2.4,0.1,320.72,339.609,647.059,1.77,3810,
2019-10-31 12:00:00,2.623,99.2,0.0,0.517,138.5,1.722,0.967,0.017,326.319,341.051,646.2,1.762,3810,
2019-11-01 12:00:00,2.628,94.1,0.0,0.062,139.8,1.0,3.333,0.2,301.8,342.054,647.044,1.755,3810,
2019-11-02 12:00:00,3.891,96.5,0.0,0.764,119.3,2.221,2.367,0.117,322.132,344.834,648.86,1.765,3810,
2019-11-03 12:00:00,1.879,83.5,0.0,0.667,130.5,2.166,0.217,0.0,316.245,336.146,648.353,1.739,3810,
2019-11-04 12:00:00,1.767,96.4,0.0,0.864,135.2,2.832,1.95,0.05,317.647,336.339,646.121,1.741,3810,
2019-11-05 12:00:00,1.271,99.4,0.0,0.328,143.7,1.444,0.55,0.0,320.772,335.752,644.468,1.75,3810,
2019-11-06 12:00:00,2.812,99.1,0.0,0.518,127.3,1.833,1.75,0.033,327.465,343.817,644.862,1.718,3810,
2019-11-07 12:00:00,3.354,91.5,0.0,0.233,20.15,1.055,2.067,0.267,248.747,333.246,647.003,1.71,3810,
2019-11-08 12:00:00,4.13,82.9,0.0,0.161,16.62,1.055,2.383,0.4,256.399,333.829,648.869,1.773,3810,
2019-11-09 12:00:00,3.019,92.6,0.0,0.092,130.6,0.889,1.85,0.133,300.097,337.761,647.789,1.798,3810,
2019-11-10 12:00:00,2.741,96.8,0.0,0.501,129.3,1.499,0.467,0.0,320.732,340.127,646.303,1.758,3810,
2019-11-11 12:00:00,2.757,98.5,0.0,0.721,83.7,2.721,1.333,0.0,292.588,336.914,645.236,1.759,3810,
2019-11-12 12:00:00,4.119,97.5,0.0,0.338,89.6,1.999,0.7,0.0,311.312,346.316,647.927,1.76,3810,
2019-11-13 12:00:00,5.233,62.53,0.0,0.658,6.79,1.666,0.767,0.333,240.891,333.253,650.143,1.749,3810,
2019-11-14 12:00:00,3.73,93.1,0.0,0.164,24.92,1.111,0.683,0.067,241.793,331.811,650.607,1.78,3810,
2019-11-15 12:00:00,3.413,87.0,0.0,0.534,49.98,2.332,0.683,0.2,239.424,329.0,648.839,1.801,3810,
2019-11-16 12:00:00,5.305,56.44,0.0,0.488,24.88,1.722,0.5,0.333,241.811,330.375,648.262,1.769,3810,
2019-11-17 12:00:00,3.448,66.06,0.0,0.193,21.63,1.388,0.517,0.2,232.525,323.433,647.004,1.767,3810,
2019-11-18 12:00:00,2.022,97.8,0.0,0.451,136.0,2.0,0.367,0.0,317.915,336.887,646.335,1.777,3810,
2019-11-19 12:00:00,1.339,97.5,0.0,0.142,128.9,1.61,0.2,0.0,296.927,331.16,645.89,1.78,3810,
2019-11-20 12:00:00,0.898,98.3,0.0,0.8,131.9,1.777,0.55,0.0,316.874,332.781,647.024,1.753,3810,
2019-11-21 12:00:00,1.441,91.1,0.0,0.0,0.0,0.0,0.3,0.0,291.582,331.281,647.27,1.765,3810,
2019-11-22 12:00:00,1.577,95.1,0.0,0.193,139.4,1.388,0.217,0.0,317.062,337.458,646.607,1.78,3810,
2019-11-23 12:00:00,3.29,79.43,0.0,0.64,48.92,2.666,1.55,0.483,239.255,325.522,646.968,1.774,3810,
